titulo,preco_antigo,preco_novo,desconto,link
Micro-ondas Britânia Bmo38 33 Litros Limpa Fácil Painel Digital 1400w Branco Com Detalhe Preto 110v,928,"R$835,59",9% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=N9pQEQ%2ByNoc1XGShCxrLlf7PQM6yVBeJzMjK%2BkAXaRgkDoWDQvDgZbK%2BNvJVmfNKcFzrG2iY1qm3m%2BVxuyL6M55JmQJVzUf3eTWeKI9EYNblHuMRHkOD%2BDjXV78SLldKdUlyhBOUiFL%2BK7sDO%2Bdm6nEYwgHQWsocve3jhXuaGq5%2BpDekHaDnEY99HgqGYoXkNIH%2Bx6zQxsMq3BF4tvKg6zEfPfwWAhE6FXgSlAXhRDh3fA0Wl63dI%2BVIazu8wGUG3BooX36aLXHI%2BFI2EgdJ%2FETdTCAmP0QDrd48cdv2hh%2FeAX8hhxwwhHxTBNgO9XhvemCWcw3pGKErpRy%2F3LGcNpQp3JNJ9tg%2F0GKiH9YnmwONKNE4UVfFbei9SKaxZhn9SSCdlUeyMkDY6rCC1aXmYV05VaLxlq9%2FLLx%2F81JM29ECizoa6K4yTtDSmawulaDAoVM6BqVJpCs9qxvip2%2FQYZl2KIF1zjvdZP2c%2FAEbzhw4gwR49kR8FzwtHWiBGRFwpd0OzAKF2femKxM9nnYo3uoqzc2mkxYuqCQj9g%3D%3D&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Fmicro-ondas-britnia-bmo38-33-litros-limpa-facil-painel-digital-1400w-branco-com-detalhe-preto-110v%2Fp%2FMLB36704027%23wid%3DMLB4961513176%26sid%3Doffers%26searchVariation%3DMLB36704027%26position%3D6%26search_layout%3Dgrid%26deal_print_id%3D2d90eaf4-2027-4946-9d81-cf68b49b74ae%26tracking_id%3Da9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&lm=-538048940#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB4961513176&sid=offers
Xiaomi Poco C75 Dual Sim 256gb/8gb Lançamento 2025 + Brindes,1.599,R$1.279,20% OFF,https://produto.mercadolivre.com.br/MLB-3966010587-xiaomi-poco-c75-dual-sim-256gb8gb-lancamento-2025-brindes-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Micro-ondas 38 Litros Bmj38ar Inox Espelhado Com Grill Brastemp 110v,1.399,R$1.099,21% OFF,https://www.mercadolivre.com.br/micro-ondas-38-litros-bmj38ar-inox-espelhado-com-grill-brastemp-110v/p/MLB6222949?pdp_filters=item_id%3AMLB1860889087#polycard_client=offers&wid=MLB1860889087&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Manta Asfáltica Auto Adesiva Aluminizada - 30cm X 10m,84,"R$49,40",41% OFF no Pix,https://produto.mercadolivre.com.br/MLB-1570120973-manta-asfaltica-auto-adesiva-aluminizada-30cm-x-10m-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB1570120973&sid=offers
Purificador Electrolux Água Gelada Cinza Pe15x - Bivolt,619,"R$505,72",18% OFF no Pix,https://produto.mercadolivre.com.br/MLB-4884779728-purificador-electrolux-agua-gelada-cinza-pe15x-bivolt-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Kit Toalha De Banho Lisboa 4 Peças 450g/m² Macia,239,"R$95,96",60% OFF,https://produto.mercadolivre.com.br/MLB-5338807440-kit-toalha-de-banho-lisboa-4-pecas-450gm-macia-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Realme C65 Dual Sim 256 Gb Starlight Black 8 Gb Ram,1.399,R$1.259,10% OFF,https://www.mercadolivre.com.br/realme-c65-dual-sim-256-gb-starlight-black-8-gb-ram/p/MLB37895603?pdp_filters=item_id%3AMLB4043141411#polycard_client=offers&wid=MLB4043141411&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Fritadeira Elétrica Elgin Air Fácil Afg41 4l 1400w Sem Óleo Preto 110v,318,R$227,28% OFF,https://www.mercadolivre.com.br/fritadeira-eletrica-elgin-air-facil-afg41-4l-1400w-sem-oleo-preto-110v/p/MLB37095161?pdp_filters=item_id%3AMLB4720387748#polycard_client=offers&wid=MLB4720387748&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Roku Express 4k | Dispositivo De Streaming Hd/4k/hdr Com Controle Remoto Simples E Botões De Atalho. Inclui Cabo Hdmi® Premium,399,"R$371,07",7% OFF no Pix,https://www.mercadolivre.com.br/roku-express-4k-dispositivo-de-streaming-hd4khdr-com-controle-remoto-simples-e-botoes-de-atalho-inclui-cabo-hdmi-premium/p/MLB18103065?pdp_filters=item_id%3AMLB3927180105#polycard_client=offers&wid=MLB3927180105&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Serra Circular 7.1/4 1800w 5007n Makita 220v,1.009,"R$799,80",20% OFF,https://www.mercadolivre.com.br/serra-circular-714-1800w-5007n-makita-220v/p/MLB6168712?pdp_filters=item_id%3AMLB3639579435#polycard_client=offers&wid=MLB3639579435&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
"Celular Samsung Galaxy S24, Galaxy Ai, Câmera Tripla Traseira De Até 50mp, Selfie De 12mp, Tela De 6.2 1-120hz, 256gb, 8gb De Ram, Esim Cinza",3.888,R$3.669,5% OFF,https://www.mercadolivre.com.br/celular-samsung-galaxy-s24-galaxy-ai-cmera-tripla-traseira-de-ate-50mp-selfie-de-12mp-tela-de-62-1-120hz-256gb-8gb-de-ram-esim-cinza/p/MLB34102203?pdp_filters=item_id%3AMLB4395854144#polycard_client=offers&wid=MLB4395854144&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Inibidor De Apetite Extra Forte Gold Caps.,259,"R$150,74",42% OFF,https://produto.mercadolivre.com.br/MLB-3785174227-inibidor-de-apetite-extra-forte-gold-caps-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Perfurador De Solo Gasolina Branco Bps52 Com Broca De 200mm,1.740,R$1.740,,https://www.mercadolivre.com.br/perfurador-de-solo-gasolina-branco-bps52-com-broca-de-200mm/p/MLB23804255?pdp_filters=item_id%3AMLB4841302214#polycard_client=offers&wid=MLB4841302214&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Kit 3 Calças Jeans Masculina Skinny Lycra Melhor Preço Do Ml,238,"R$143,34",40% OFF,https://produto.mercadolivre.com.br/MLB-3256180257-kit-3-calcas-jeans-masculina-skinny-lycra-melhor-preco-do-ml-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
"Aspirador De Pó E Água Wap Gtw Inox 15 Aço Inoxidável, 1700w De Potência 127v",525,"R$525,16",,https://www.mercadolivre.com.br/aspirador-de-po-e-agua-wap-gtw-inox-15-aco-inoxidavel-1700w-de-potncia-127v/p/MLB20862596?pdp_filters=item_id%3AMLB5301788852#polycard_client=offers&wid=MLB5301788852&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Kit Cozinha Itatiaia Rose Compacta Branco I3g1-105,809,R$809,,https://www.mercadolivre.com.br/kit-cozinha-itatiaia-rose-compacta-branco-i3g1-105/p/MLB28314045?pdp_filters=item_id%3AMLB5157100976#polycard_client=offers&wid=MLB5157100976&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Calça Skinny Preta Masculina Jeans Com Elastano Lycra 2023,78,"R$54,65",30% OFF,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=K1ci0bGFokfMEVd%2FtivTaca0764HNJkk1wGwv2ZgdrsnZulpYXw1EISwL8HEKRWOW4yiaqt9v0qnSG70M6T%2B7Zg%2FCQSndlEjKaUJ7s%2Bzx%2FH5EtYgevSFyOj%2FFd5oAz4eChDraBJQqatuMpDXRvVi3zs5EET9xZ9ktV0eeMxqL5TWijj0TTn2z5DLs2LbzRo%2BlzR9XSH6ySIKZGUtQfA2YjFs%2BrQTTCLQ6MexFWTB43SDlSKYirp%2FKk7tmMhlxqThwZiCHz1%2FQmHG14Iq2kOOTfexi%2FbIFTxCUTguMThQ08qIsrtaGoaJk5SFfuonEOFtF%2FcFqUzGLo3t6OM3vOxmM7wCeZF9UZVKPdx7gEr8HeDBaZuiH8tEo3NTdtoTQv30DMaPhnu9Kg4SP8pmkRY9seCDh%2B0DLUgvva7V8iQ%2FxqO1oyiPx2Mal9kp5s%2FpHXQaHaE4iWH0Y4RbhPs9Usg5Jz3nUKs4iiSeOQas%2BV4Nb1%2BHYkPSW07heLotH9qI4RkumJXfg7XJfCPzWzeBirVUoniNsNNxeVKg3IQLnNSF&url=https%3A%2F%2Fproduto.mercadolivre.com.br%2FMLB-3365565438-calca-skinny-preta-masculina-jeans-com-elastano-lycra-2023-_JM%23searchVariation%3D0%26position%3D22%26search_layout%3Dgrid%26deal_print_id%3D2d90eaf4-2027-4946-9d81-cf68b49b74ae%26tracking_id%3Da9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&lm=-546454904#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Cozinha Compacta Madesa Emilly Pop Com Armário E Balcão,882,"R$693,49",21% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=16QMZdctSgLO3QxgGIoFC8fpx2xjun%2Bqxk73C2SWZtAycwMhjQAyqixhN%2F93Yz7ndSP%2Bpj13RXBhNeK4mhftDHsYmH04YZbr5QiacmVd38qAfOoyuGS1gaP7bYZBrCETpgc%2FqWoMtXej83H6q0%2F%2BC41jpJSs5etstYPWbnjZnsAizJ%2FXJozOGfevfbNP0c66Ihe95e1qCr8hLVRbouiuOjQrVhx75cN%2FfWkOXHuzdqwi82rdAu%2FxKkIrTCTNd7LMmVC4W7tLAfe0ByjrfrKQWqPKyvGg%2BfhLJoMqSPJ2EbWFYiLabShCOSjHEFVJW4lGu2ERYjxUPc16DpXUz7yORewlWeKt7wYaB242OQ76sYvyjh18cE0u0tFDhDGg6P3eIEC30spT93NAvj0slIrUTTSf5K1mrdqSPyD4bsWBGV%2FYTr0a1V9%2F03h3dB%2BEFYztCpG2ZWRYcGTgxmKUfeKpyRTFRLOxaei186I%2FLoaljwekmv65a0m2qsca65EiCLfQfbccgJ%2FaPsAUF3gID9TscDa3cLbgeTTrANu7Iexeqw%3D%3D&url=https%3A%2F%2Fproduto.mercadolivre.com.br%2FMLB-1476861902-cozinha-compacta-madesa-emilly-pop-com-armario-e-balco-_JM%23searchVariation%3D0%26position%3D23%26search_layout%3Dgrid%26deal_print_id%3D2d90eaf4-2027-4946-9d81-cf68b49b74ae%26tracking_id%3Da9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&lm=857065786#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Fritadeira Air Fryer Oven Philco Pfr2200 4 Em 1 12 Litros 1800w Cor Preta 220v,785,"R$707,01",10% OFF no Pix,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=J3o2o4w5xWthTwNywZdtQsvSk7QqJ%2BfvhP3ztXMiNKStTaPXXJz55oLmXDCzuDI81D1WsQZO5wwmeEf%2Fg5pK5yQiTl0%2BgUp675TzmX6GYoSA%2Fo5jqpL%2FGTA99sNs5zihCMjVrCSwYp0jQIRSsk0OkiomyiK1FwAR%2FF7P3D9Wk36SmQAbV%2FCSFPA0yMKhNLjV8EezKwqsEjTmtMwZPN38FrtWi94HFxZUhiQmykFCJ3%2BAFJexhYinNrRKe2WKp0%2FJBXquo7jw%2FcpxK4L6D%2FlDHOvj%2Bzw1PivAFCAZZJh7GsoilgrL%2Bb6JzdI0GJbGmzlQrPVpBbN4TkAu4pC8JPE%2FKWTUOuB04OWDjnJjTMwYwjUUCDzzWqjs0MV%2BY4X%2B8vuXXWf2WpTf1X7tzkzehcHuna9NZ2VbdXBinEIKq45ZI2Uug6HWzLHGYz%2Bnn4bhoSlWbE8GvDJ%2FQ0NXbGxkWNU4PKwXJoxmnUjC3wMy3RTDXxH5mqShLCz66K7bbj0ObeHsb3MQXYfnPBbYcei4cNNK9ovglENOJdjKvP2HWUCM&url=https%3A%2F%2Fwww.mercadolivre.com.br%2Ffritadeira-air-fryer-oven-philco-pfr2200-4-em-1-12-litros-1800w-cor-preta-220v%2Fp%2FMLB26260230%23wid%3DMLB3435382483%26sid%3Doffers%26searchVariation%3DMLB26260230%26position%3D24%26search_layout%3Dgrid%26deal_print_id%3D2d90eaf4-2027-4946-9d81-cf68b49b74ae%26tracking_id%3Da9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&lm=517659752#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB3435382483&sid=offers
Adaptador Usb Wi-fi Tp-link Archer T3u Ac1300 Dual Band 5ghz,199,"R$169,91",15% OFF,https://produto.mercadolivre.com.br/MLB-3355164429-adaptador-usb-wi-fi-tp-link-archer-t3u-ac1300-dual-band-5ghz-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB3355164429&sid=offers
"Air Fryer Philco Gourmet Pfr15pg De 4,4l Cor Preto 220v",410,"R$315,70",23% OFF,https://www.mercadolivre.com.br/air-fryer-philco-gourmet-pfr15pg-de-44l-cor-preto-220v/p/MLB26313228?pdp_filters=item_id%3AMLB4808340350#polycard_client=offers&wid=MLB4808340350&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Lava E Seca 13kg Midea Mf200d130wb/gk-01 Healthguard Titanium Conectada Cor Preto 110v,4.549,R$3.699,18% OFF,https://www.mercadolivre.com.br/lava-e-seca-13kg-midea-mf200d130wbgk-01-healthguard-titanium-conectada-cor-preto-110v/p/MLB26322630?pdp_filters=item_id%3AMLB5298081504#polycard_client=offers&wid=MLB5298081504&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
"Bravecto Cães De 4,5 A 10kg Imediato",199,"R$199,90",,https://www.mercadolivre.com.br/bravecto-ces-de-45-a-10kg-imediato/p/MLB29373859?pdp_filters=item_id%3AMLB3964632537#polycard_client=offers&wid=MLB3964632537&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Creme De Morango Com Tequila Ballena,179,"R$112,99",37% OFF,https://www.mercadolivre.com.br/creme-de-morango-com-tequila-ballena/p/MLB19766031?pdp_filters=item_id%3AMLB2914964965#polycard_client=offers&wid=MLB2914964965&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Frigobar Retrô Preto Onix 95l Midea 127v,1.367,R$1.367,7% OFF,https://www.mercadolivre.com.br/frigobar-retr-preto-onix-95l-midea-127v/p/MLB19101489?pdp_filters=item_id%3AMLB3592341027#polycard_client=offers&wid=MLB3592341027&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Cuba Gourmet Cheff House Pia Inox 75x45x21 Completa Cozinha,1.599,"R$799,99",50% OFF,https://produto.mercadolivre.com.br/MLB-3683387715-cuba-gourmet-cheff-house-pia-inox-75x45x21-completa-cozinha-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Sistema De Freio Traseiro A Disco Cg Titan Original Completo,590,"R$484,11",18% OFF,https://produto.mercadolivre.com.br/MLB-3481240889-sistema-de-freio-traseiro-a-disco-cg-titan-original-completo-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB3481240889&sid=offers
Tênis New Balance 530 Unissex,749,"R$674,99",10% OFF,https://produto.mercadolivre.com.br/MLB-4613216144-tnis-new-balance-530-unissex-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Kit 3 Sutiã Top Regata Microfibra Sem Costura Com Bojo,47,"R$45,50",5% OFF,https://produto.mercadolivre.com.br/MLB-3868178851-kit-3-suti-top-regata-microfibra-sem-costura-com-bojo-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Kit 3 Sutiã Alça Reforçada Sutian Básico Soutien Microfibra,59,"R$55,10",8% OFF,https://produto.mercadolivre.com.br/MLB-2106839338-kit-3-suti-alca-reforcada-sutian-basico-soutien-microfibra-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Fogão De Piso 6 Bocas À Gás Itatiaia Waves Preto Bivolt,1.498,R$1.119,25% OFF,https://www.mercadolivre.com.br/fogo-de-piso-6-bocas-gas-itatiaia-waves-preto-bivolt/p/MLB17341513?pdp_filters=item_id%3AMLB3576596893#polycard_client=offers&wid=MLB3576596893&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Air Fryer Kitchen Art 16l 4 Em 1 Espeto Rotisserie Kaf16a 127v,959,"R$678,90",29% OFF,https://www.mercadolivre.com.br/air-fryer-kitchen-art-16l-4-em-1-espeto-rotisserie-kaf16a-127v/p/MLB46559895?pdp_filters=item_id%3AMLB5309746990#polycard_client=offers&wid=MLB5309746990&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Fogão Cooktop Com Alimentação Gás - Fischer 26298 Cor Preto - 5 Queimadores,1.465,R$1.465,,https://www.mercadolivre.com.br/fogo-cooktop-com-alimentaco-gas-fischer-26298-cor-preto-5-queimadores/p/MLB16145059?pdp_filters=item_id%3AMLB4974064418#polycard_client=offers&wid=MLB4974064418&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Perfume Sedutor Árabe Sabah 100ml Original Feminino,327,"R$215,82",34% OFF,https://produto.mercadolivre.com.br/MLB-3994439565-perfume-sedutor-arabe-sabah-100ml-original-feminino-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB3994439565&sid=offers
Parafusadeira Furadeira Impacto 21v K21 Wap + Kit 300 Peças,535,R$298,44% OFF,https://produto.mercadolivre.com.br/MLB-4858967132-parafusadeira-furadeira-impacto-21v-k21-wap-kit-300-pecas-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Guarda Roupa Denver Madesa Solteiro Armário Quarto 2 Port Correr Espelho P Cor Preto 10948n1e,882,"R$882,34",11% OFF,https://www.mercadolivre.com.br/guarda-roupa-denver-madesa-solteiro-armario-quarto-2-port-correr-espelho-p-cor-preto-10948n1e/p/MLB22296965?pdp_filters=item_id%3AMLB3505167617#polycard_client=offers&wid=MLB3505167617&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Vestido Midi Tule Estampado Evangélico,149,"R$104,30",30% OFF,https://produto.mercadolivre.com.br/MLB-2797246331-vestido-midi-tule-estampado-evangelico-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Multimidia Mp5 Espelhamento Bt Usb Sd Controle Remoto Cor Preto,222,"R$199,90",10% OFF,https://www.mercadolivre.com.br/multimidia-mp5-espelhamento-bt-usb-sd-controle-remoto-cor-preto/p/MLB28799890?pdp_filters=item_id%3AMLB3609682063#polycard_client=offers&wid=MLB3609682063&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Bomba Submersa P/poço Sapo Vibra Vert Rymer 1500 220v Cor Cinza,276,"R$276,35",,https://www.mercadolivre.com.br/bomba-submersa-ppoco-sapo-vibra-vert-rymer-1500-220v-cor-cinza/p/MLB39013163?pdp_filters=item_id%3AMLB5356449672#polycard_client=offers&wid=MLB5356449672&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Kit 100 Copos Térmico Cuia Aço Inox 360ml Atacado Revenda,1.850,R$1.665,10% OFF,https://produto.mercadolivre.com.br/MLB-3797809571-kit-100-copos-termico-cuia-aco-inox-360ml-atacado-revenda-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Impressora Epson L4260 Ecotank Multifuncional Wifi 127/220v,1.990,R$1.689,15% OFF,https://produto.mercadolivre.com.br/MLB-3972408197-impressora-epson-l4260-ecotank-multifuncional-wifi-127220v-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Cooktop Elétrico Philco Pct55vc Vitrocerâmico 8400w Cor Preto 220v,1.919,R$1.283,33% OFF,https://www.mercadolivre.com.br/cooktop-eletrico-philco-pct55vc-vitrocermico-8400w-cor-preto-220v/p/MLB20796761?pdp_filters=item_id%3AMLB4131013172#polycard_client=offers&wid=MLB4131013172&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Bateria Eletrônica Waldman Virtual Mesh Vm-9,2.285,R$2.285,,https://www.mercadolivre.com.br/bateria-eletrnica-waldman-virtual-mesh-vm-9/p/MLB29034046?pdp_filters=item_id%3AMLB3605887333#polycard_client=offers&wid=MLB3605887333&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Fritadeira Elétrica Sem Óleo Elgin 12 Litros 4 Em 1 Forno,795,R$469,41% OFF,https://www.mercadolivre.com.br/fritadeira-eletrica-sem-oleo-elgin-12-litros-4-em-1-forno/p/MLB22438120?pdp_filters=item_id%3AMLB3366397305#polycard_client=offers&wid=MLB3366397305&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Batedeira Planetária 700w 12 Velocidades Bp-03 Mondial Cor Preto Frequência 60 220v,488,"R$381,40",22% OFF,https://www.mercadolivre.com.br/batedeira-planetaria-700w-12-velocidades-bp-03-mondial-cor-preto-frequncia-60-220v/p/MLB18623993?pdp_filters=item_id%3AMLB4648719462#polycard_client=offers&wid=MLB4648719462&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Balança De Plataforma Digital 200kg 40x30  + Garantia,519,"R$337,35",35% OFF,https://produto.mercadolivre.com.br/MLB-4047246531-balanca-de-plataforma-digital-200kg-40x30-garantia-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Aparelho De Medir Pressão Arterial Monitor Automático,49,"R$45,49",9% OFF,https://produto.mercadolivre.com.br/MLB-3859758515-aparelho-de-medir-presso-arterial-monitor-automatico-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Samsung Smart Gaming Tv 43 Neo Qled 4k Mini Led Qn43qn90dagxzd 2024,8.171,R$3.077,62% OFF,https://www.mercadolivre.com.br/samsung-smart-gaming-tv-43-neo-qled-4k-mini-led-qn43qn90dagxzd-2024/p/MLB36263195?pdp_filters=item_id%3AMLB3678771781#polycard_client=offers&wid=MLB3678771781&sid=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a
Oleo Motor Lubrificante 15w40 Diesel Mineral 20 Litros Nfe,359,"R$261,89",27% OFF,https://produto.mercadolivre.com.br/MLB-5276809630-oleo-motor-lubrificante-15w40-diesel-mineral-20-litros-nfe-_JM#polycard_client=offers&deal_print_id=2d90eaf4-2027-4946-9d81-cf68b49b74ae&tracking_id=a9be5b69-87ed-47c3-bb3b-7c6b4c9af15a&wid=MLB5276809630&sid=offers
,,,,
Botina Nobuck Premier 75bpr29 Marrom Bico Pvc Marluvas,289,"R$249,30",14% OFF,https://produto.mercadolivre.com.br/MLB-1295093682-botina-nobuck-premier-75bpr29-marrom-bico-pvc-marluvas-_JM#polycard_client=offers&deal_print_id=f34cb691-6677-4e88-a559-38bf5a99b918&tracking_id=382fe28d-e2e8-408b-b571-ac1e914fedc5
